brand,original_price,current_price
Samsung Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) NP...,"₹98,990","₹1,24,490"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹1,05,090","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹99,900","₹1,10,902"
ASUS Vivobook 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin...,"₹64,990","₹38,990"
Lenovo Yoga Slim 7 Ultra 9 185H WUXGA OLED with 1Yr ADP Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Wind...,"₹3,89,990","₹1,16,992"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,19,498","₹62,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,84,690","₹62,990"
HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Pro...,"₹95,999","₹58,990"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,76,990","₹72,990"
Apple MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,"₹1,09,999","₹83,990"
DELL PRO 15 (2026) DDR5 5600Mhz (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11...,"₹1,10,990","₹46,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹73,990","₹3,49,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹80,900","₹1,03,822"
Lenovo Legion 5 Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,"₹1,25,000","₹1,24,990"
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1151TU/14-gr1036TU/14-ep...,"₹1,92,990","₹74,768"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹92,390","₹88,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹64,990","₹1,08,990"
"ASUS Vivobook S14 (2025) with Backlit Keyboard, Metallic Design*, Intel Core Ultra 7 255H - (16 GB/512...","₹1,27,990","₹95,990"
ASUS Vivobook (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-BQ1542WS T...,"₹1,18,498","₹51,990"
Acer TravelLite (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) TL04-51M Thin...,"₹1,15,898","₹52,047"
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹68,990","₹96,000"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹79,990","₹1,03,990"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,"₹93,565","₹71,990"
Infinix Intel Core i7 10th Gen 1065G7 - (8 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL21 Thin an...,"₹82,789","₹44,490"
Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (16 GB/1 TB SSD/Windows 11 Home) NP750XHD Thin...,"₹1,04,990","₹96,990"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹1,04,990","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹61,990","₹1,10,902"
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-427IN Bus...,"₹73,990","₹47,999"
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹3,89,990","₹51,990"
HP Pavilion Gaming AMD Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,"₹1,19,498","₹77,990"
Samsung Galaxy Book4 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Linux) NP754XGQ-LS1IN Thin an...,"₹49,990","₹59,930"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹39,999","₹62,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹78,599","₹62,990"
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,"₹1,76,990","₹41,990"
ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB...,"₹1,09,999","₹64,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹43,000","₹3,49,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹50,990","₹1,03,822"
DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,"₹1,92,990","₹44,990"
HP 15 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 G10 Thin and Light ...,"₹92,390","₹43,990"
Acer Aspire 3 Intel Pentium Quad Core N4500 - (12 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Ligh...,"₹1,70,000","₹39,400"
"Acer Swift Neo OLED with Backlit Keyboard, Intel Core Ultra 7 - (16 GB/512 GB SSD/Windows 11 Home) SFN...","₹44,990","₹71,400"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹1,21,990","₹88,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹4,29,900","₹1,08,990"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,"₹1,18,498","₹36,990"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1402IN...,"₹1,15,898","₹41,999"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹45,999","₹1,03,990"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,"₹89,990","₹71,990"
Lenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,04,990","₹1,33,020"
HP 255 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 255 G10 Thin and Light...,"₹1,04,990","₹40,990"
"ASUS Vivobook S16 (2025) with Office 2024 + M365 Basic*, Metal Body*, Intel Core Ultra 7 255H - (16 GB...","₹59,990","₹95,990"
"Apple MacBook Pro (M5 Max, 2026) M5 Max - (36 GB/2 TB SSD/Tahoe) MGED4HN/A","₹27,990","₹4,06,990"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹84,999","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹64,990","₹1,10,902"
HP G10 AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light Laptop,"₹3,89,990","₹45,560"
Acer 3 Years Warranty TravelLite (2026) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Ho...,"₹1,19,498","₹53,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹54,990","₹62,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,46,890","₹62,990"
HP AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0388AU Thin and Light Laptop,"₹1,76,990","₹49,990"
Ultimus Pro Intel Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3CNC43BN-MB Thin a...,"₹1,09,999","₹15,905"
"ASUS Vivobook 16 (2025), Copilot + PC with Backlit Keyboard, AI PC, Snapdragon X - (16 GB/512 GB SSD/W...","₹1,22,990","₹62,874"
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,"₹89,000","₹58,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹2,15,990","₹3,49,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹2,21,990","₹1,03,822"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...","₹1,92,990","₹36,990"
Lenovo Yoga Slim 7 WUXGA OLED AI PC with 1Yr ADP Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 ...,"₹92,390","₹1,00,990"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹98,990","₹88,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹59,998","₹1,08,990"
"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X - (16 ...","₹1,18,498","₹99,990"
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,15,898","₹83,990"
"ASUS ProArt PX13 OLED (2024) - AI PC for Creator, AMD Ryzen AI 9 10 Core - (24 GB/1 TB SSD/Windows 11 ...","₹86,590","₹1,69,990"
ASUS ROG Zephyrus G14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 Octa Core - (16 GB/1 TB SSD/Wi...,"₹98,990","₹1,66,490"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹84,999","₹1,03,990"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,"₹1,04,990","₹71,990"
Lenovo ThinkPad E14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Pro) TP E14 Gen 4 Thin...,"₹1,04,990","₹72,586"
HP AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0388AU Thin and Light Laptop,"₹91,890","₹49,900"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹1,74,690","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹3,89,990","₹1,10,902"
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,"₹1,19,498","₹54,990"
ASUS Expertbook P1 High-performance processor with 1 Yr ADP Intel Core i5 13th Gen 13420H - (16 GB/512...,"₹69,990","₹58,990"
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/...,"₹1,49,900","₹1,73,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹88,990","₹54,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,19,999","₹62,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,76,990","₹62,990"
Lenovo IdeaPad Slim 3 with 1Yr ADP Snapdragon X - (16 GB/1 TB SSD/Windows 11 Home) 15Q8X10 Thin and Li...,"₹1,09,999","₹64,990"
Lenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹72,990","₹1,57,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹1,85,000","₹3,49,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹1,92,990","₹1,03,822"
Thomson NEO Core Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,"₹92,390","₹41,990"
Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,"₹1,05,000","₹82,490"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 ...","₹88,990","₹68,823"
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹89,250","₹92,499"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹50,990","₹88,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹1,18,498","₹1,08,990"
"ASUS Vivobook 15 (2026) with Office 2024 + M365 Basic*, AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Wind...","₹1,15,898","₹70,990"
HP OMEN (i7 14th Gen) Intel Core 7 240H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,"₹97,890","₹1,29,955"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹98,990","₹1,03,990"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,"₹1,04,990","₹71,990"
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/Intel Integrated NVIDIA® Ge...,"₹1,04,990","₹89,990"
Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Ligh...,"₹69,890","₹54,990"
DELL 16 14 Microsoft Office Home 2024 AMD Ryzen AI 5 Hexa Core 340 AI - (16 GB/512 GB SSD/Windows 11 H...,"₹1,29,990","₹71,990"
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹79,990","₹49,990"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹24,890","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹3,89,990","₹1,10,902"
Lenovo IdeaPad Slim 5 AMD Ryzen AI 5 Quad Core AI 5 330 - (16 GB/512 GB SSD/Windows 11 Home) 14AKP10 T...,"₹1,19,498","₹69,990"
Acer Aspire 7 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹69,990","₹89,890"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,76,990","₹62,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,09,999","₹62,990"
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹1,51,990","₹59,990"
Infinix ZERO BOOK ULTRA Series Laptop Intel Intel Core i9 12th Gen 12900H - (16 GB/512 GB SSD/Windows ...,"₹1,53,588","₹84,490"
Infinix ZERO BOOK Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) ZL12 Busin...,"₹64,990","₹61,990"
Lenovo Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebo...,"₹1,30,990","₹16,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹1,18,498","₹3,49,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹1,15,898","₹1,03,822"
Acer Aspire Go 14 Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) AG14-71M Thin and Light...,"₹38,990","₹62,313"
Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MC6U4HN/A,"₹79,999","₹1,07,900"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹1,04,990","₹88,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹1,04,990","₹1,08,990"
MSI Katana 15 HX Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,"₹85,000","₹1,40,500"
Samsung Galaxy Book5 Pro AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,"₹1,35,399","₹1,17,990"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...","₹1,67,890","₹63,990"
ASUS TUF Gaming A16 (2026) with Office 2024 + M365 Basic AMD Ryzen 7 170 - (16 GB/512 GB SSD/Windows 1...,"₹89,990","₹1,08,990"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹3,89,990","₹1,11,102"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹1,19,498","₹1,10,902"
DELL Intel Celeron Dual Core - (4 GB/256 GB SSD/4 GB EMMC Storage/Windows 10) 5470 ULTRA SLIM Thin and...,"₹84,990","₹28,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"₹59,999","₹57,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,76,990","₹62,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹1,09,999","₹62,990"
Lenovo MSO'2024 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin and Lig...,"₹47,147","₹61,900"
Acer NITRO V15 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics) ANV15-52 Note...,"₹41,990","₹1,09,990"
Lenovo IdeaPad Pro 5 with 1Yr ADP Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 Home) 14IAH10 T...,"₹92,990","₹1,39,890"
Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 2 in 1 L...,"₹1,92,990","₹85,999"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹92,390","₹3,49,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹78,990","₹1,03,822"
Infinix Y3 Max Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹3,14,190","₹46,999"
HP G9 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 250R G9 Business Laptop,"₹1,04,990","₹54,947"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹1,18,498","₹88,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹1,04,999","₹1,08,990"
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,"₹92,000","₹46,980"
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹79,990","₹39,990"
ASUS ROG Strix G16 (2025) AI PC with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB ...,"₹1,15,898","₹2,75,990"
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Snapdragon X - (16 G...","₹1,04,990","₹70,732"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹1,00,999","₹1,03,990"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,"₹80,000","₹71,990"
DELL Inspiron 5440 (2026) (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 11 Pro)...,"₹3,89,990","₹52,990"
Lenovo Legion Pro 5 WQXGA OLED Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphi...,"₹1,19,498","₹2,80,990"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹59,999","₹62,990"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...","₹23,990","₹1,11,102"
"MICROSOFT Surface Pro 12"" Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) Surface Pro 2 ...","₹98,000","₹1,00,990"
DELL Alienware 16 Aurora (i7 14th Gen) Microsoft Office Home 2024 Intel Core 7 240H - (16 GB/1 TB SSD/...,"₹1,13,990","₹1,54,598"
Lenovo IdeaPad Flex 5 AMD AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 2 in...,"₹1,76,990","₹69,057"
HP 15s Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5190tu Thin and Light L...,"₹1,92,990","₹64,990"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹1,27,990","₹1,10,902"
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 ...,"₹49,999","₹62,990"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home) EP2-36996 Laptop","₹1,09,999","₹99,990"
ASUS Vivobook 15X Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ541WS T...,"₹92,390","₹63,990"
ASUS ExpertBook Ultra Copilot+ PC Intel Core Ultra X7 358H - (64 GB/2 TB SSD/Windows 11 Home) B9406CAA...,"₹98,990","₹3,49,990"
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home...","₹1,39,999","₹1,03,822"
HP MS Office 2024 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) fd0465TU Thin and L...,"₹2,23,890","₹54,999"
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1405CKA-NK...,"₹84,990","₹21,490"
HP Pavilion x360 Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1010TU 2 in 1 La...,"₹1,18,498","₹81,616"
"ASUS Gaming V16 (2025) with Office 2024 + M365 Basic*, AI PC, (i7 14th gen) Intel Core 7 240H - (16 GB...","₹1,15,898","₹1,04,990"
ASUS ExpertBook P3 Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windows 11 Home) P3406CCAP-LY1005WS Lap...,"₹82,990","₹88,990"
ASUS ExpertBook P3 Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) P3606CCAP-MB1007WS Thi...,"₹1,82,990","₹1,03,990"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,04,990","₹82,490"
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹1,04,990","₹49,490"
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹59,900","₹1,08,990"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,"₹2,03,990","₹71,990"
HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Hom...,"₹86,239","₹58,990"
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹94,990","₹83,990"
